route_id,route_short_name,direction_id,time_band,trips,median_runtime_min,p10_runtime_min,p90_runtime_min,runtime_spread_min,layovers,median_layover_min,p10_layover_min,p90_layover_min,layover_score,runtime_score,fragility_score,why,data_updated_date
7,7,0,AM Peak (6–9),19,63.0,57.8,63.0,5.200000000000003,18.0,10.0,5.7,10.0,0.08636363636363636,0.18200910045502286,13.94,moderate,2026-04-08
7,7,0,Evening (19–24),30,41.0,33.0,48.0,15.0,30.0,9.0,5.800000000000001,15.100000000000001,0.095,0.39093041438623927,26.78,moderate,2026-04-08
7,7,0,Midday (9–15),39,56.0,56.0,64.0,8.0,38.0,9.0,4.0,11.0,0.095,0.25502072043353524,18.63,moderate,2026-04-08
7,7,0,Overnight (0–6),14,33.0,33.0,49.800000000000004,16.800000000000004,10.0,4.0,4.0,9.299999999999999,0.19,0.41822255414488435,31.74,moderate,2026-04-08
7,7,0,PM Peak (15–19),24,61.5,52.3,64.0,11.700000000000003,24.0,10.0,7.200000000000001,11.399999999999999,0.08636363636363636,0.33361847733105227,23.04,moderate,2026-04-08
7,7,1,AM Peak (6–9),22,57.0,27.795,57.0,29.205,16.0,10.0,4.5,12.0,0.08636363636363636,0.5554921540656206,36.35,high schedule variability,2026-04-08
7,7,1,Evening (19–24),30,48.0,38.0,55.0,17.0,29.0,8.0,5.0,15.0,0.10555555555555556,0.42110478077780533,28.96,moderate,2026-04-08
7,7,1,Midday (9–15),38,61.0,61.0,81.0,20.0,37.0,12.0,8.6,12.0,0.07307692307692307,0.4611482591653217,30.23,moderate,2026-04-08
7,7,1,Overnight (0–6),11,38.0,31.0,38.0,7.0,10.0,5.0,5.0,8.599999999999998,0.15833333333333333,0.23049061573921636,19.37,moderate,2026-04-08
7,7,1,PM Peak (15–19),24,78.0,61.9,81.0,19.1,24.0,15.0,9.0,15.0,0.059375,0.44972922062632453,29.06,moderate,2026-04-08
8,8,0,AM Peak (6–9),8,44.0,44.0,44.0,0.0,8.0,3.0,3.0,3.8999999999999995,0.2375,0.0,8.31,very low recovery time,2026-04-08
8,8,0,Evening (19–24),13,33.0,29.0,33.0,4.0,13.0,2.0,2.0,5.0,0.31666666666666665,0.1461454146876142,19.85,very low recovery time,2026-04-08
8,8,0,Midday (9–15),16,38.0,38.0,41.0,3.0,16.0,6.0,3.0,6.0,0.1357142857142857,0.11376564277588169,11.58,moderate,2026-04-08
8,8,0,Overnight (0–6),7,29.0,29.0,44.0,15.0,5.0,5.0,2.0,5.0,0.15833333333333333,0.39093041438623927,29.0,moderate,2026-04-08
8,8,0,PM Peak (15–19),10,38.5,37.8,39.0,1.2000000000000028,11.0,6.0,2.0,6.0,0.1357142857142857,0.04884004884004896,7.68,moderate,2026-04-08
8,8,1,AM Peak (6–9),8,36.0,36.0,36.0,0.0,8.0,5.0,5.0,5.0,0.15833333333333333,0.0,5.54,moderate,2026-04-08
8,8,1,Evening (19–24),12,33.0,29.0,33.0,4.0,12.0,4.0,4.0,9.0,0.19,0.1461454146876142,15.42,moderate,2026-04-08
8,8,1,Midday (9–15),16,35.0,35.0,35.0,0.0,17.0,9.0,7.4,9.0,0.095,0.0,3.32,moderate,2026-04-08
8,8,1,Overnight (0–6),10,29.0,29.0,36.0,7.0,7.0,9.0,3.8000000000000003,9.0,0.095,0.23049061573921636,17.15,moderate,2026-04-08
8,8,1,PM Peak (15–19),11,43.0,39.0,43.0,4.0,10.0,5.0,4.0,8.499999999999998,0.15833333333333333,0.1461454146876142,14.31,moderate,2026-04-08
9,9,0,AM Peak (6–9),10,42.0,40.0,44.0,4.0,10.0,4.5,2.0,5.1,0.17272727272727273,0.1461454146876142,14.81,moderate,2026-04-08
9,9,0,Evening (19–24),13,36.0,36.0,36.0,0.0,11.0,2.0,0.0,2.0,0.31666666666666665,0.0,11.08,very low recovery time,2026-04-08
9,9,0,Midday (9–15),14,39.0,39.0,44.0,5.0,13.0,4.0,0.40000000000000036,4.0,0.19,0.17624250969333805,17.22,moderate,2026-04-08
9,9,0,Overnight (0–6),6,35.5,31.0,40.0,9.0,4.0,4.5,4.0,11.3,0.17272727272727273,0.27803521779425394,22.73,moderate,2026-04-08
