route_id,route_short_name,direction_id,time_band,trips,median_runtime_min,p10_runtime_min,p90_runtime_min,runtime_spread_min,layovers,median_layover_min,p10_layover_min,p90_layover_min,layover_score,runtime_score,fragility_score,why,data_updated_date
7,7,0,AM Peak (6–9),19,63.0,57.8,63.0,5.200000000000003,18.0,10.0,5.7,10.0,0.08636363636363636,0.183163085593519,14.01,moderate,2026-05-14
7,7,0,Evening (19–24),30,41.0,33.0,48.0,15.0,30.0,9.0,5.800000000000001,15.100000000000001,0.095,0.39277297721916743,26.89,moderate,2026-05-14
7,7,0,Midday (9–15),39,56.0,56.0,64.0,8.0,38.0,9.0,4.0,11.0,0.095,0.25649246553382504,18.71,moderate,2026-05-14
7,7,0,Overnight (0–6),14,33.0,33.0,49.800000000000004,16.800000000000004,10.0,4.0,4.0,9.299999999999999,0.19,0.4201050262565643,31.86,moderate,2026-05-14
7,7,0,PM Peak (15–19),24,61.5,52.3,64.0,11.700000000000003,24.0,10.0,7.200000000000001,11.399999999999999,0.08636363636363636,0.33533963886500445,23.14,moderate,2026-05-14
7,7,1,AM Peak (6–9),22,57.0,27.795,57.0,29.205,16.0,10.0,4.5,12.0,0.08636363636363636,0.557400515316347,36.47,high schedule variability,2026-05-14
7,7,1,Evening (19–24),30,48.0,38.0,55.0,17.0,29.0,8.0,5.0,15.0,0.10555555555555556,0.42299079372978365,29.07,moderate,2026-05-14
7,7,1,Midday (9–15),38,61.0,61.0,81.0,20.0,37.0,12.0,8.6,12.0,0.07307692307692307,0.4630701551285021,30.34,moderate,2026-05-14
7,7,1,Overnight (0–6),11,38.0,31.0,38.0,7.0,10.0,5.0,5.0,8.599999999999998,0.15833333333333333,0.2318648559125539,19.45,moderate,2026-05-14
7,7,1,PM Peak (15–19),24,78.0,61.9,81.0,19.1,24.0,15.0,9.0,15.0,0.059375,0.4516434145187989,29.18,moderate,2026-05-14
8,8,0,AM Peak (6–9),8,44.0,44.0,44.0,0.0,8.0,3.0,3.0,3.8999999999999995,0.2375,0.0,8.31,very low recovery time,2026-05-14
8,8,0,Evening (19–24),13,33.0,29.0,33.0,4.0,13.0,2.0,2.0,5.0,0.31666666666666665,0.14711290915777864,19.91,very low recovery time,2026-05-14
8,8,0,Midday (9–15),16,38.0,38.0,41.0,3.0,16.0,6.0,3.0,6.0,0.1357142857142857,0.11454753722794964,11.62,moderate,2026-05-14
8,8,0,Overnight (0–6),7,29.0,29.0,44.0,15.0,5.0,5.0,2.0,5.0,0.15833333333333333,0.39277297721916743,29.11,moderate,2026-05-14
8,8,0,PM Peak (15–19),10,38.5,37.8,39.0,1.2000000000000028,11.0,6.0,2.0,6.0,0.1357142857142857,0.04920049200492018,7.7,moderate,2026-05-14
8,8,1,AM Peak (6–9),8,36.0,36.0,36.0,0.0,8.0,5.0,5.0,5.0,0.15833333333333333,0.0,5.54,moderate,2026-05-14
8,8,1,Evening (19–24),12,33.0,29.0,33.0,4.0,12.0,4.0,4.0,9.0,0.19,0.14711290915777864,15.48,moderate,2026-05-14
8,8,1,Midday (9–15),16,35.0,35.0,35.0,0.0,17.0,9.0,7.4,9.0,0.095,0.0,3.32,moderate,2026-05-14
8,8,1,Overnight (0–6),10,29.0,29.0,36.0,7.0,7.0,9.0,3.8000000000000003,9.0,0.095,0.2318648559125539,17.24,moderate,2026-05-14
8,8,1,PM Peak (15–19),11,43.0,39.0,43.0,4.0,10.0,5.0,4.0,8.499999999999998,0.15833333333333333,0.14711290915777864,14.37,moderate,2026-05-14
9,9,0,AM Peak (6–9),10,42.0,40.0,44.0,4.0,10.0,4.5,2.0,5.1,0.17272727272727273,0.14711290915777864,14.87,moderate,2026-05-14
9,9,0,Evening (19–24),13,36.0,36.0,36.0,0.0,11.0,2.0,0.0,2.0,0.31666666666666665,0.0,11.08,very low recovery time,2026-05-14
9,9,0,Midday (9–15),14,39.0,39.0,44.0,5.0,13.0,4.0,0.40000000000000036,4.0,0.19,0.17736786094359708,17.29,moderate,2026-05-14
9,9,0,Overnight (0–6),6,35.5,31.0,40.0,9.0,4.0,4.5,4.0,11.3,0.17272727272727273,0.2795899347623486,22.82,moderate,2026-05-14
9,9,0,PM Peak (15–19),13,41.0,41.0,41.0,0.0,13.0,4.0,0.20000000000000018,5.0,0.19,0.0,6.65,moderate,2026-05-14
9,9,1,AM Peak (6–9),10,44.0,38.0,44.0,6.0,10.0,1.5,0.0,3.1999999999999993,0.38,0.20554984583761568,25.63,very low recovery time,2026-05-14
9,9,1,Evening (19–24),11,40.0,40.0,40.0,0.0,13.0,0.0,0.0,0.0,0.95,0.0,33.25,no recovery time,2026-05-14
9,9,1,Midday (9–15),14,41.0,41.0,47.0,6.0,12.0,0.0,0.0,0.0,0.95,0.20554984583761568,45.58,no recovery time,2026-05-14
9,9,1,Overnight (0–6),7,38.0,34.0,38.0,4.0,5.0,4.0,0.0,8.4,0.19,0.14711290915777864,15.48,moderate,2026-05-14
9,9,1,PM Peak (15–19),15,44.0,44.0,47.0,3.0,13.0,0.0,0.0,2.8000000000000007,0.95,0.11454753722794964,40.12,no recovery time,2026-05-14
10,10,0,AM Peak (6–9),6,15.0,14.0,15.0,1.0,6.0,0.0,0.0,1.0,0.95,0.041339396444811924,35.73,no recovery time,2026-05-14
10,10,0,Midday (9–15),3,15.0,15.0,15.0,0.0,2.0,0.0,0.0,0.0,0.95,0.0,33.25,no recovery time,2026-05-14
10,10,0,Overnight (0–6),2,8.966666666666667,4.9399999999999995,12.993333333333334,8.053333333333335,2.0,0.5,0.1,0.9,0.6333333333333333,0.25776165581990834,37.63,no recovery time,2026-05-14
10,10,0,PM Peak (15–19),8,15.0,15.0,15.0,0.0,8.0,0.0,0.0,0.0,0.95,0.0,33.25,no recovery time,2026-05-14
10,10,1,AM Peak (6–9),6,12.0,11.5,12.0,0.5,6.0,3.0,3.0,3.5,0.2375,0.021105951878429726,9.58,very low recovery time,2026-05-14
10,10,1,Evening (19–24),1,12.0,12.0,12.0,0.0,,10.0,,,0.08636363636363636,0.0,3.02,moderate,2026-05-14
10,10,1,Midday (9–15),2,12.0,12.0,12.0,0.0,1.0,3.0,3.0,3.0,0.2375,0.0,8.31,very low recovery time,2026-05-14
10,10,1,Overnight (0–6),2,11.0,11.0,11.0,0.0,2.0,4.0,4.0,4.0,0.19,0.0,6.65,moderate,2026-05-14
10,10,1,PM Peak (15–19),8,12.0,12.0,12.0,0.0,8.0,3.0,3.0,3.0,0.2375,0.0,8.31,very low recovery time,2026-05-14
11,11,0,AM Peak (6–9),19,52.0,21.0,66.0,45.0,15.0,2.0,0.0,7.599999999999998,0.31666666666666665,0.6599208095028597,50.68,"very low recovery time, high schedule variability",2026-05-14
11,11,0,Evening (19–24),26,25.0,13.0,46.0,33.0,25.0,4.0,0.8000000000000007,4.0,0.19,0.5872931126534972,41.89,high schedule variability,2026-05-14
11,11,0,Midday (9–15),36,36.5,20.0,56.0,36.0,33.0,3.0,2.2,3.8000000000000007,0.2375,0.6082108464267614,44.81,"very low recovery time, high schedule variability",2026-05-14
11,11,0,Overnight (0–6),8,24.5,13.0,32.0,19.0,7.0,2.0,1.2000000000000002,3.200000000000001,0.31666666666666665,0.4503436833372838,38.1,very low recovery time,2026-05-14
11,11,0,PM Peak (15–19),24,35.5,25.0,56.0,31.0,24.0,3.0,3.0,4.0,0.2375,0.5720612659162208,42.64,"very low recovery time, high schedule variability",2026-05-14
11,11,1,AM Peak (6–9),18,42.0,18.4,51.0,32.6,15.0,1.0,0.0,7.799999999999997,0.475,0.5843341100555656,51.69,"no recovery time, high schedule variability",2026-05-14
11,11,1,Evening (19–24),25,18.0,13.0,46.0,33.0,25.0,2.0,0.40000000000000036,2.0,0.31666666666666665,0.5872931126534972,46.32,"very low recovery time, high schedule variability",2026-05-14
11,11,1,Midday (9–15),34,35.5,19.0,53.3,34.3,34.0,5.0,2.0,12.0,0.15833333333333333,0.5966255000869717,41.34,high schedule variability,2026-05-14
11,11,1,Overnight (0–6),10,34.0,13.0,42.0,29.0,8.0,2.0,2.0,3.5999999999999996,0.31666666666666665,0.555662004215367,44.42,"very low recovery time, high schedule variability",2026-05-14
11,11,1,PM Peak (15–19),24,36.0,22.0,61.0,39.0,24.0,2.5,2.0,8.799999999999997,0.2714285714285714,0.6271104679208876,47.13,"very low recovery time, high schedule variability",2026-05-14
12,12,0,AM Peak (6–9),16,43.0,36.0,51.0,15.0,13.0,3.0,0.20000000000000018,16.400000000000002,0.2375,0.39277297721916743,31.88,very low recovery time,2026-05-14
12,12,0,Evening (19–24),22,33.0,28.0,45.0,17.0,19.0,0.0,0.0,3.0,0.95,0.42299079372978365,58.63,no recovery time,2026-05-14
12,12,0,Midday (9–15),25,43.0,38.0,49.0,11.0,24.0,0.5,0.0,5.0,0.6333333333333333,0.32173150043872484,41.47,no recovery time,2026-05-14
12,12,0,Overnight (0–6),8,28.0,22.0,30.703333333333333,8.703333333333333,6.0,0.0,0.0,15.0,0.95,0.27288879598662213,49.62,no recovery time,2026-05-14
12,12,0,PM Peak (15–19),23,56.0,43.0,56.0,13.0,23.0,3.0,0.0,10.0,0.2375,0.3592152528322742,29.87,very low recovery time,2026-05-14
12,12,1,AM Peak (6–9),16,45.0,38.0,52.0,14.0,13.0,19.0,14.2,19.0,0.0475,0.3764452809895134,24.25,moderate,2026-05-14
12,12,1,Evening (19–24),21,34.0,27.0,43.0,16.0,20.0,10.0,5.0,17.0,0.08636363636363636,0.4082674151569279,27.52,moderate,2026-05-14
12,12,1,Midday (9–15),33,38.0,21.266666666666666,52.0,30.733333333333334,25.0,14.0,10.8,14.0,0.06333333333333332,0.569944983618718,36.41,high schedule variability,2026-05-14
12,12,1,Overnight (0–6),9,27.0,26.236666666666668,34.0,7.763333333333332,8.0,5.0,4.945,15.0,0.15833333333333333,0.250807667456386,20.59,moderate,2026-05-14
12,12,1,PM Peak (15–19),23,44.0,44.0,54.0,10.0,23.0,10.0,10.0,15.600000000000001,0.08636363636363636,0.30129557095510706,21.1,moderate,2026-05-14
13,13,0,AM Peak (6–9),9,30.0,20.0,30.0,10.0,9.0,0.0,0.0,0.0,0.95,0.30129557095510706,51.33,no recovery time,2026-05-14
13,13,0,Evening (19–24),12,22.0,22.0,24.9,2.8999999999999986,13.0,1.0,0.0,1.0,0.475,0.11115369873514756,23.29,no recovery time,2026-05-14
13,13,0,Midday (9–15),15,32.0,31.0,32.0,1.0,15.0,0.0,0.0,0.0,0.95,0.041339396444811924,35.73,no recovery time,2026-05-14
13,13,0,Overnight (0–6),6,22.0,21.0,22.0,1.0,5.0,1.0,1.0,1.0,0.475,0.041339396444811924,19.11,no recovery time,2026-05-14
13,13,0,PM Peak (15–19),9,31.0,31.0,31.0,0.0,9.0,0.0,0.0,0.0,0.95,0.0,33.25,no recovery time,2026-05-14
13,13,1,AM Peak (6–9),9,27.0,21.0,27.0,6.0,7.0,3.0,2.2,8.600000000000001,0.2375,0.20554984583761568,20.65,very low recovery time,2026-05-14
13,13,1,Evening (19–24),13,25.0,25.0,29.000000000000004,4.0000000000000036,12.0,2.0,1.1,3.8000000000000007,0.31666666666666665,0.14711290915777875,19.91,very low recovery time,2026-05-14
13,13,1,Midday (9–15),15,34.0,34.0,37.599999999999994,3.5999999999999943,15.0,9.0,4.4,9.0,0.095,0.13437849944008945,11.39,moderate,2026-05-14
