route_id,route_short_name,direction_id,time_band,trips,median_runtime_min,p10_runtime_min,p90_runtime_min,runtime_spread_min,layovers,median_layover_min,p10_layover_min,p90_layover_min,layover_score,runtime_score,fragility_score,why
7,7,0,AM Peak (6–9),21,67.0,53.0,67.0,14.0,18.0,8.0,6.0,11.0,0.19999999999999996,0.4,30.0,moderate
7,7,0,Evening (19–24),30,40.0,35.0,43.0,8.0,30.0,12.0,5.0,12.0,0.0,0.22857142857142856,11.4,moderate
7,7,0,Midday (9–15),37,54.0,54.0,61.0,7.0,37.0,12.0,4.0,13.0,0.0,0.2,10.0,moderate
7,7,0,Overnight (0–6),13,35.0,35.0,42.0,7.0,10.0,5.0,5.0,10.1,0.5,0.2,35.0,moderate
7,7,0,PM Peak (15–19),24,61.0,53.9,61.0,7.100000000000001,24.0,12.0,12.0,12.0,0.0,0.2028571428571429,10.1,moderate
7,7,1,AM Peak (6–9),20,61.0,54.5,63.0,8.5,14.0,4.0,4.0,8.0,0.6,0.24285714285714285,42.1,moderate
7,7,1,Evening (19–24),30,52.0,40.0,57.0,17.0,30.0,6.0,0.0,8.100000000000001,0.4,0.4857142857142857,44.3,moderate
7,7,1,Midday (9–15),38,65.0,65.0,89.0,24.0,36.0,7.0,4.0,8.0,0.30000000000000004,0.6857142857142857,49.3,high schedule variability
7,7,1,Overnight (0–6),11,40.0,31.0,40.0,9.0,8.0,0.0,0.0,1.4999999999999991,1.0,0.2571428571428571,62.9,no recovery time
7,7,1,PM Peak (15–19),24,89.0,65.5,89.0,23.5,24.0,8.0,8.0,8.0,0.19999999999999996,0.6714285714285714,43.6,moderate
8,8,0,AM Peak (6–9),8,44.0,44.0,44.0,0.0,8.0,3.0,3.0,3.8999999999999995,0.7,0.0,35.0,very low recovery time
8,8,0,Evening (19–24),13,33.0,29.0,33.0,4.0,13.0,2.0,2.0,5.0,0.8,0.11428571428571428,45.7,very low recovery time
8,8,0,Midday (9–15),16,38.0,38.0,41.0,3.0,16.0,6.0,3.0,6.0,0.4,0.08571428571428572,24.3,moderate
8,8,0,Overnight (0–6),7,29.0,29.0,44.0,15.0,5.0,5.0,2.0,5.0,0.5,0.42857142857142855,46.4,moderate
8,8,0,PM Peak (15–19),10,38.5,37.8,39.0,1.2000000000000028,11.0,6.0,2.0,6.0,0.4,0.034285714285714364,21.7,moderate
8,8,1,AM Peak (6–9),8,36.0,36.0,36.0,0.0,8.0,5.0,5.0,5.0,0.5,0.0,25.0,moderate
8,8,1,Evening (19–24),12,33.0,29.0,33.0,4.0,12.0,4.0,4.0,9.0,0.6,0.11428571428571428,35.7,moderate
8,8,1,Midday (9–15),16,35.0,35.0,35.0,0.0,17.0,9.0,7.4,9.0,0.09999999999999998,0.0,5.0,moderate
8,8,1,Overnight (0–6),10,29.0,29.0,36.0,7.0,7.0,9.0,3.8000000000000003,9.0,0.09999999999999998,0.2,15.0,moderate
8,8,1,PM Peak (15–19),11,43.0,39.0,43.0,4.0,10.0,5.0,4.0,8.499999999999998,0.5,0.11428571428571428,30.7,moderate
9,9,0,AM Peak (6–9),10,42.0,40.0,44.0,4.0,10.0,4.5,2.0,5.1,0.55,0.11428571428571428,33.2,moderate
9,9,0,Evening (19–24),13,36.0,36.0,36.0,0.0,11.0,2.0,0.0,2.0,0.8,0.0,40.0,very low recovery time
9,9,0,Midday (9–15),14,39.0,39.0,44.0,5.0,13.0,4.0,0.40000000000000036,4.0,0.6,0.14285714285714285,37.1,moderate
9,9,0,Overnight (0–6),6,35.5,31.0,40.0,9.0,4.0,4.5,4.0,11.3,0.55,0.2571428571428571,40.4,moderate
9,9,0,PM Peak (15–19),13,41.0,41.0,41.0,0.0,13.0,4.0,1.0,5.0,0.6,0.0,30.0,moderate
9,9,1,AM Peak (6–9),10,44.0,38.0,44.0,6.0,10.0,1.5,0.0,3.1999999999999993,0.85,0.17142857142857143,51.1,very low recovery time
9,9,1,Evening (19–24),11,40.0,40.0,40.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,50.0,no recovery time
9,9,1,Midday (9–15),14,41.0,41.0,47.0,6.0,12.0,0.0,0.0,0.0,1.0,0.17142857142857143,58.6,no recovery time
9,9,1,Overnight (0–6),7,38.0,34.0,38.0,4.0,5.0,4.0,0.0,8.4,0.6,0.11428571428571428,35.7,moderate
9,9,1,PM Peak (15–19),15,44.0,44.0,47.0,3.0,13.0,0.0,0.0,2.8000000000000007,1.0,0.08571428571428572,54.3,no recovery time
10,10,0,AM Peak (6–9),6,12.0,11.5,12.0,0.5,6.0,3.0,3.0,3.5,0.7,0.014285714285714285,35.7,very low recovery time
10,10,0,Evening (19–24),1,12.0,12.0,12.0,0.0,,10.0,,,0.0,0.0,0.0,moderate
10,10,0,Midday (9–15),2,12.0,12.0,12.0,0.0,1.0,3.0,3.0,3.0,0.7,0.0,35.0,very low recovery time
10,10,0,Overnight (0–6),2,11.0,11.0,11.0,0.0,2.0,4.0,4.0,4.0,0.6,0.0,30.0,moderate
10,10,0,PM Peak (15–19),8,12.0,12.0,12.0,0.0,8.0,3.0,3.0,3.0,0.7,0.0,35.0,very low recovery time
10,10,1,AM Peak (6–9),6,15.0,14.0,15.0,1.0,6.0,0.0,0.0,1.0,1.0,0.02857142857142857,51.4,no recovery time
10,10,1,Midday (9–15),3,15.0,15.0,15.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,50.0,no recovery time
10,10,1,Overnight (0–6),2,8.966666666666667,4.9399999999999995,12.993333333333334,8.053333333333335,2.0,0.5,0.1,0.9,0.95,0.23009523809523813,59.0,no recovery time
10,10,1,PM Peak (15–19),8,15.0,15.0,15.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,50.0,no recovery time
11,11,0,AM Peak (6–9),19,52.0,21.0,66.0,45.0,15.0,2.0,0.0,7.599999999999998,0.8,1.0,90.0,"very low recovery time, high schedule variability"
11,11,0,Evening (19–24),26,25.0,13.0,46.0,33.0,25.0,4.0,0.8000000000000007,4.0,0.6,0.9428571428571428,77.1,high schedule variability
11,11,0,Midday (9–15),36,36.5,20.0,56.0,36.0,33.0,3.0,2.2,3.8000000000000007,0.7,1.0,85.0,"very low recovery time, high schedule variability"
11,11,0,Overnight (0–6),8,24.5,13.0,32.0,19.0,7.0,2.0,1.2000000000000002,3.200000000000001,0.8,0.5428571428571428,67.1,very low recovery time
11,11,0,PM Peak (15–19),24,35.5,25.0,56.0,31.0,24.0,3.0,3.0,4.0,0.7,0.8857142857142857,79.3,"very low recovery time, high schedule variability"
11,11,1,AM Peak (6–9),18,42.0,18.4,51.0,32.6,15.0,1.0,0.0,7.799999999999997,0.9,0.9314285714285715,91.6,"no recovery time, high schedule variability"
11,11,1,Evening (19–24),25,18.0,13.0,46.0,33.0,25.0,2.0,0.40000000000000036,2.0,0.8,0.9428571428571428,87.1,"very low recovery time, high schedule variability"
11,11,1,Midday (9–15),34,35.5,19.0,53.3,34.3,34.0,5.0,2.0,12.0,0.5,0.9799999999999999,74.0,high schedule variability
11,11,1,Overnight (0–6),10,34.0,13.0,42.0,29.0,8.0,2.0,2.0,3.5999999999999996,0.8,0.8285714285714286,81.4,"very low recovery time, high schedule variability"
11,11,1,PM Peak (15–19),24,36.0,22.0,61.0,39.0,24.0,2.5,2.0,8.799999999999997,0.75,1.0,87.5,"very low recovery time, high schedule variability"
12,12,0,AM Peak (6–9),16,45.0,38.0,52.0,14.0,13.0,19.0,14.2,19.0,0.0,0.4,20.0,moderate
12,12,0,Evening (19–24),21,34.0,27.0,43.0,16.0,20.0,10.0,5.0,17.0,0.0,0.45714285714285713,22.9,moderate
12,12,0,Midday (9–15),33,38.0,21.266666666666666,52.0,30.733333333333334,25.0,14.0,10.8,14.0,0.0,0.8780952380952382,43.9,high schedule variability
12,12,0,Overnight (0–6),9,27.0,26.236666666666668,34.0,7.763333333333332,8.0,5.0,4.945,15.0,0.5,0.22180952380952376,36.1,moderate
12,12,0,PM Peak (15–19),23,44.0,44.0,54.0,10.0,23.0,10.0,10.0,15.600000000000001,0.0,0.2857142857142857,14.3,moderate
12,12,1,AM Peak (6–9),16,43.0,36.0,51.0,15.0,13.0,3.0,0.20000000000000018,16.400000000000002,0.7,0.42857142857142855,56.4,very low recovery time
12,12,1,Evening (19–24),22,33.0,28.0,45.0,17.0,19.0,0.0,0.0,3.0,1.0,0.4857142857142857,74.3,no recovery time
12,12,1,Midday (9–15),25,43.0,38.0,49.0,11.0,24.0,0.5,0.0,5.0,0.95,0.3142857142857143,63.2,no recovery time
12,12,1,Overnight (0–6),8,28.0,22.0,30.703333333333333,8.703333333333333,6.0,0.0,0.0,15.0,1.0,0.24866666666666667,62.4,no recovery time
12,12,1,PM Peak (15–19),23,56.0,43.0,56.0,13.0,23.0,3.0,0.0,10.0,0.7,0.37142857142857144,53.6,very low recovery time
13,13,0,AM Peak (6–9),9,30.0,20.0,30.0,10.0,9.0,0.0,0.0,0.0,1.0,0.2857142857142857,64.3,no recovery time
13,13,0,Evening (19–24),12,22.0,22.0,24.9,2.8999999999999986,13.0,1.0,0.0,1.0,0.9,0.08285714285714281,49.1,no recovery time
13,13,0,Midday (9–15),15,32.0,31.0,32.0,1.0,15.0,0.0,0.0,0.0,1.0,0.02857142857142857,51.4,no recovery time
13,13,0,Overnight (0–6),6,22.0,21.0,22.0,1.0,5.0,1.0,1.0,1.0,0.9,0.02857142857142857,46.4,no recovery time
13,13,0,PM Peak (15–19),9,31.0,31.0,31.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,50.0,no recovery time
13,13,1,AM Peak (6–9),9,27.0,21.0,27.0,6.0,7.0,3.0,2.2,8.600000000000001,0.7,0.17142857142857143,43.6,very low recovery time
13,13,1,Evening (19–24),13,25.0,25.0,29.000000000000004,4.0000000000000036,12.0,2.0,1.1,3.8000000000000007,0.8,0.1142857142857144,45.7,very low recovery time
13,13,1,Midday (9–15),15,34.0,34.0,37.599999999999994,3.5999999999999943,15.0,9.0,4.4,9.0,0.09999999999999998,0.10285714285714269,10.1,moderate
13,13,1,Overnight (0–6),5,25.0,12.82,25.0,12.18,4.0,2.0,2.0,2.0,0.8,0.348,57.4,very low recovery time
13,13,1,PM Peak (15–19),9,40.0,40.0,40.0,0.0,10.0,4.0,4.0,4.0,0.6,0.0,30.0,moderate
14,14,0,AM Peak (6–9),7,28.0,24.0,28.0,4.0,5.0,0.0,0.0,11.600000000000001,1.0,0.11428571428571428,55.7,no recovery time
14,14,0,Evening (19–24),9,24.0,20.0,24.0,4.0,10.0,3.0,2.0,3.0,0.7,0.11428571428571428,40.7,very low recovery time
14,14,0,Midday (9–15),14,26.0,26.0,26.0,0.0,15.0,6.0,4.800000000000001,7.799999999999999,0.4,0.0,20.0,moderate
14,14,0,Overnight (0–6),3,20.0,20.0,20.0,0.0,2.0,1.5,1.1,1.9,0.85,0.0,42.5,very low recovery time
14,14,0,PM Peak (15–19),11,33.0,24.0,33.0,9.0,10.0,6.0,5.7,6.799999999999997,0.4,0.2571428571428571,32.9,moderate
14,14,1,AM Peak (6–9),7,35.0,25.0,35.0,10.0,7.0,4.0,2.0,7.600000000000001,0.6,0.2857142857142857,44.3,moderate
14,14,1,Evening (19–24),10,22.0,19.0,22.0,3.0,10.0,4.0,4.0,8.0,0.6,0.08571428571428572,34.3,moderate
14,14,1,Midday (9–15),14,25.0,25.0,25.0,0.0,14.0,8.0,8.0,8.0,0.19999999999999996,0.0,10.0,moderate
14,14,1,Overnight (0–6),3,19.0,19.0,23.8,4.800000000000001,2.0,13.0,11.4,14.6,0.0,0.13714285714285715,6.9,moderate
14,14,1,PM Peak (15–19),11,28.0,22.0,28.0,6.0,10.0,5.0,4.9,11.799999999999997,0.5,0.17142857142857143,33.6,moderate
15,15,0,AM Peak (6–9),9,23.0,22.0,23.0,1.0,9.0,7.0,5.4,9.0,0.30000000000000004,0.02857142857142857,16.4,moderate
15,15,0,Evening (19–24),11,22.0,19.0,22.0,3.0,11.0,3.0,3.0,3.0,0.7,0.08571428571428572,39.3,very low recovery time
15,15,0,Midday (9–15),14,23.0,23.0,26.0,3.0,13.0,7.0,6.2,9.400000000000002,0.30000000000000004,0.08571428571428572,19.3,moderate
15,15,0,Overnight (0–6),4,19.0,19.0,21.1,2.1000000000000014,4.0,3.0,3.0,3.0,0.7,0.06000000000000004,38.0,very low recovery time
15,15,0,PM Peak (15–19),16,26.0,26.0,26.0,0.0,15.0,6.0,6.0,6.0,0.4,0.0,20.0,moderate
15,15,1,AM Peak (6–9),8,23.0,20.0,23.0,3.0,8.0,5.0,1.0,6.199999999999999,0.5,0.08571428571428572,29.3,moderate
15,15,1,Evening (19–24),11,21.0,18.0,21.0,3.0,7.0,4.0,4.0,6.8000000000000025,0.6,0.08571428571428572,34.3,moderate
15,15,1,Midday (9–15),14,22.0,22.0,25.0,3.0,14.0,8.0,5.6,8.0,0.19999999999999996,0.08571428571428572,14.3,moderate
15,15,1,Overnight (0–6),6,18.0,18.0,20.0,2.0,1.0,1.0,1.0,1.0,0.9,0.05714285714285714,47.9,no recovery time
15,15,1,PM Peak (15–19),16,25.0,25.0,25.0,0.0,15.0,7.0,7.0,7.0,0.30000000000000004,0.0,15.0,moderate
16,16,0,AM Peak (6–9),17,34.0,34.0,34.0,0.0,16.0,6.0,2.0,6.5,0.4,0.0,20.0,moderate
16,16,0,Evening (19–24),24,30.0,26.0,30.0,4.0,24.0,5.0,4.0,6.0,0.5,0.11428571428571428,30.7,moderate
16,16,0,Midday (9–15),37,32.0,32.0,32.0,0.0,36.0,3.0,3.0,3.0,0.7,0.0,35.0,very low recovery time
16,16,0,Overnight (0–6),9,26.0,23.0,34.0,11.0,8.0,5.0,3.7,10.0,0.5,0.3142857142857143,40.7,moderate
16,16,0,PM Peak (15–19),24,36.0,34.6,36.0,1.3999999999999986,24.0,4.0,3.0,4.0,0.6,0.03999999999999996,32.0,moderate
16,16,1,AM Peak (6–9),17,34.0,34.0,34.0,0.0,16.0,6.0,2.0,6.5,0.4,0.0,20.0,moderate
16,16,1,Evening (19–24),24,30.0,27.0,30.0,3.0,24.0,5.0,1.0,5.0,0.5,0.08571428571428572,29.3,moderate
16,16,1,Midday (9–15),36,32.0,32.0,32.0,0.0,36.0,3.0,3.0,3.0,0.7,0.0,35.0,very low recovery time
16,16,1,Overnight (0–6),11,27.0,26.0,34.0,8.0,7.0,2.0,1.0,11.000000000000004,0.8,0.22857142857142856,51.4,very low recovery time
16,16,1,PM Peak (15–19),24,36.0,34.6,36.0,1.3999999999999986,23.0,4.0,4.0,4.0,0.6,0.03999999999999996,32.0,moderate
17,17,0,AM Peak (6–9),18,43.0,43.0,57.0,14.0,16.0,6.0,6.0,8.0,0.4,0.4,40.0,moderate
17,17,0,Evening (19–24),14,36.0,33.0,41.60000000000001,8.600000000000009,14.0,8.0,3.6,8.0,0.19999999999999996,0.24571428571428597,22.3,moderate
17,17,0,Midday (9–15),20,42.0,42.0,46.000000000000014,4.000000000000014,23.0,6.0,3.0,6.0,0.4,0.1142857142857147,25.7,moderate
17,17,0,Overnight (0–6),10,33.0,33.0,52.5,19.5,7.0,6.0,3.6000000000000005,8.400000000000002,0.4,0.5571428571428572,47.9,moderate
17,17,0,PM Peak (15–19),26,44.0,44.0,60.0,16.0,22.0,10.0,5.1,10.0,0.0,0.45714285714285713,22.9,moderate
17,17,1,AM Peak (6–9),18,43.0,42.0,51.0,9.0,19.0,8.0,8.0,16.0,0.19999999999999996,0.2571428571428571,22.9,moderate
17,17,1,Evening (19–24),15,40.0,35.0,40.0,5.0,14.0,0.0,0.0,18.400000000000013,1.0,0.14285714285714285,57.1,no recovery time
17,17,1,Midday (9–15),25,42.0,31.866666666666667,49.0,17.133333333333333,18.0,5.0,5.0,5.0,0.5,0.4895238095238095,49.5,moderate
17,17,1,Overnight (0–6),16,35.0,3.8,45.5,41.7,10.0,2.0,0.0,7.099999999999996,0.8,1.0,90.0,"very low recovery time, high schedule variability"
17,17,1,PM Peak (15–19),24,49.0,49.0,59.0,10.0,25.0,7.0,7.0,11.0,0.30000000000000004,0.2857142857142857,29.3,moderate
19,19,0,AM Peak (6–9),8,29.5,26.0,31.0,5.0,6.0,6.0,2.0,10.0,0.4,0.14285714285714285,27.1,moderate
19,19,0,Evening (19–24),11,29.0,23.0,29.0,6.0,11.0,7.0,5.0,11.0,0.30000000000000004,0.17142857142857143,23.6,moderate
19,19,0,Midday (9–15),14,35.0,35.0,35.0,0.0,15.0,4.0,3.4000000000000004,4.0,0.6,0.0,30.0,moderate
19,19,0,Overnight (0–6),4,24.5,23.0,26.0,3.0,5.0,10.0,9.4,11.0,0.0,0.08571428571428572,4.3,moderate
19,19,0,PM Peak (15–19),11,39.0,34.0,39.0,5.0,9.0,13.0,13.0,16.2,0.0,0.14285714285714285,7.1,moderate
19,19,1,AM Peak (6–9),7,25.0,24.0,31.0,7.0,7.0,0.0,0.0,3.200000000000003,1.0,0.2,60.0,no recovery time
19,19,1,Evening (19–24),10,24.0,24.0,26.1,2.1000000000000014,11.0,0.0,0.0,0.0,1.0,0.06000000000000004,53.0,no recovery time
19,19,1,Midday (9–15),15,36.0,36.0,36.6,0.6000000000000014,14.0,0.0,0.0,0.0,1.0,0.017142857142857182,50.9,no recovery time
19,19,1,Overnight (0–6),5,26.0,24.8,26.0,1.1999999999999993,2.0,0.0,0.0,0.0,1.0,0.03428571428571427,51.7,no recovery time
19,19,1,PM Peak (15–19),10,36.0,35.7,36.0,0.29999999999999716,11.0,0.0,0.0,0.0,1.0,0.00857142857142849,50.4,no recovery time
20,20,0,AM Peak (6–9),10,34.0,28.0,35.0,7.0,9.0,8.0,7.0,8.2,0.19999999999999996,0.2,20.0,moderate
20,20,0,Evening (19–24),11,32.0,26.0,32.0,6.0,12.0,10.0,6.0,11.0,0.0,0.17142857142857143,8.6,moderate
20,20,0,Midday (9–15),19,32.0,32.0,38.0,6.0,19.0,8.0,5.8,8.0,0.19999999999999996,0.17142857142857143,18.6,moderate
20,20,0,Overnight (0–6),5,26.0,26.0,28.0,2.0,4.0,7.0,4.6,9.4,0.30000000000000004,0.05714285714285714,17.9,moderate
20,20,0,PM Peak (15–19),14,38.0,34.9,38.0,3.1000000000000014,14.0,6.0,6.0,6.0,0.4,0.0885714285714286,24.4,moderate
20,20,1,AM Peak (6–9),9,35.0,31.0,35.0,4.0,9.0,3.0,2.0,5.6000000000000005,0.7,0.11428571428571428,40.7,very low recovery time
20,20,1,Evening (19–24),12,31.5,27.0,32.0,5.0,11.0,1.0,0.0,12.0,0.9,0.14285714285714285,52.1,no recovery time
20,20,1,Midday (9–15),18,35.0,35.0,38.0,3.0,18.0,5.0,4.7,9.3,0.5,0.08571428571428572,29.3,moderate
20,20,1,Overnight (0–6),8,31.0,27.0,31.0,4.0,6.0,4.0,0.5,8.0,0.6,0.11428571428571428,35.7,moderate
20,20,1,PM Peak (15–19),16,38.0,34.0,38.0,4.0,13.0,14.0,14.0,15.0,0.0,0.11428571428571428,5.7,moderate
21,21,0,AM Peak (6–9),12,41.6,41.6,41.6,0.0,11.0,4.0,4.0,4.0,0.6,0.0,30.0,moderate
21,21,0,Evening (19–24),15,39.65,39.65,39.65,0.0,14.0,12.0,3.3,18.0,0.0,0.0,0.0,moderate
21,21,0,Midday (9–15),18,41.6,41.6,41.6,0.0,18.0,14.0,9.0,14.0,0.0,0.0,0.0,moderate
21,21,0,Overnight (0–6),8,39.65,33.915,41.6,7.685000000000002,4.0,7.0,4.6,10.8,0.30000000000000004,0.21957142857142864,26.0,moderate
21,21,0,PM Peak (15–19),15,46.6,42.4,46.6,4.200000000000003,13.0,8.0,4.0,13.8,0.19999999999999996,0.12000000000000008,16.0,moderate
21,21,1,AM Peak (6–9),12,41.666666666666664,41.666666666666664,41.666666666666664,0.0,,10.0,,,0.0,0.0,0.0,moderate
21,21,1,Evening (19–24),15,39.7,39.7,39.7,0.0,,10.0,,,0.0,0.0,0.0,moderate
21,21,1,Midday (9–15),18,41.666666666666664,41.666666666666664,41.666666666666664,0.0,,10.0,,,0.0,0.0,0.0,moderate
21,21,1,Overnight (0–6),6,39.7,29.44166666666667,40.68333333333334,11.241666666666667,,10.0,,,0.0,0.3211904761904762,16.1,moderate
21,21,1,PM Peak (15–19),15,47.666666666666664,41.68666666666667,47.666666666666664,5.979999999999997,,10.0,,,0.0,0.17085714285714276,8.5,moderate
22,22,0,AM Peak (6–9),18,11.0,9.0,11.0,2.0,17.0,1.0,1.0,1.0,0.9,0.05714285714285714,47.9,no recovery time
22,22,0,Evening (19–24),30,11.0,9.0,11.0,2.0,31.0,1.0,1.0,5.0,0.9,0.05714285714285714,47.9,no recovery time
22,22,0,Midday (9–15),36,11.0,11.0,11.0,0.0,36.0,1.0,1.0,1.0,0.9,0.0,45.0,no recovery time
22,22,0,Overnight (0–6),15,9.0,7.0,9.0,2.0,15.0,5.0,0.40000000000000013,5.0,0.5,0.05714285714285714,27.9,moderate
22,22,0,PM Peak (15–19),24,11.0,11.0,11.0,0.0,24.0,1.0,1.0,1.0,0.9,0.0,45.0,no recovery time
22,22,1,AM Peak (6–9),18,12.0,11.0,12.0,1.0,18.0,6.0,6.0,9.0,0.4,0.02857142857142857,21.4,moderate
22,22,1,Evening (19–24),30,11.0,7.0,11.0,4.0,29.0,7.0,7.0,9.0,0.30000000000000004,0.11428571428571428,20.7,moderate
22,22,1,Midday (9–15),36,11.0,11.0,12.0,1.0,36.0,7.0,6.0,7.0,0.30000000000000004,0.02857142857142857,16.4,moderate
22,22,1,Overnight (0–6),15,7.0,5.0,11.0,6.0,13.0,9.0,3.0,9.0,0.09999999999999998,0.17142857142857143,13.6,moderate
22,22,1,PM Peak (15–19),24,12.0,12.0,12.0,0.0,24.0,6.0,6.0,6.0,0.4,0.0,20.0,moderate
23,23,0,AM Peak (6–9),21,17.0,13.0,17.0,4.0,19.0,8.0,5.0,9.0,0.19999999999999996,0.11428571428571428,15.7,moderate
23,23,0,Evening (19–24),24,14.0,11.0,14.0,3.0,23.0,6.0,6.0,6.0,0.4,0.08571428571428572,24.3,moderate
23,23,0,Midday (9–15),36,16.0,16.0,16.0,0.0,36.0,9.0,7.0,9.0,0.09999999999999998,0.0,5.0,moderate
23,23,0,Overnight (0–6),11,11.0,3.8,13.0,9.2,9.0,6.0,5.0,7.000000000000001,0.4,0.26285714285714284,33.1,moderate
23,23,0,PM Peak (15–19),24,18.0,15.200000000000001,18.0,2.799999999999999,23.0,9.0,3.6000000000000005,9.0,0.09999999999999998,0.07999999999999997,9.0,moderate
23,23,1,AM Peak (6–9),22,14.0,13.0,14.0,1.0,21.0,1.0,1.0,1.0,0.9,0.02857142857142857,46.4,no recovery time
23,23,1,Evening (19–24),23,15.0,12.0,15.0,3.0,24.0,1.0,1.0,1.0,0.9,0.08571428571428572,49.3,no recovery time
23,23,1,Midday (9–15),36,14.0,14.0,14.0,0.0,36.0,1.0,1.0,1.0,0.9,0.0,45.0,no recovery time
23,23,1,Overnight (0–6),12,12.0,12.0,13.0,1.0,11.0,1.0,0.0,1.0,0.9,0.02857142857142857,46.4,no recovery time
23,23,1,PM Peak (15–19),23,20.0,20.0,20.0,0.0,24.0,3.0,3.0,3.0,0.7,0.0,35.0,very low recovery time
24,24,0,AM Peak (6–9),27,46.0,38.88333333333333,56.0,17.116666666666667,26.0,8.133333333333333,8.116666666666667,8.183333333333334,0.18666666666666676,0.48904761904761906,33.8,moderate
24,24,0,Evening (19–24),36,43.0,36.0,43.0,7.0,33.0,7.133333333333334,2.1333333333333333,8.166666666666666,0.2866666666666666,0.2,24.3,moderate
24,24,0,Midday (9–15),53,50.0,41.88333333333333,53.800000000000004,11.916666666666671,48.0,8.183333333333334,7.5166666666666675,12.136666666666667,0.18166666666666664,0.3404761904761906,26.1,moderate
24,24,0,Overnight (0–6),17,36.0,34.8,46.0,11.200000000000003,13.0,7.133333333333334,3.933333333333334,9.926666666666668,0.2866666666666666,0.32000000000000006,30.3,moderate
24,24,0,PM Peak (15–19),35,52.0,41.85,54.0,12.149999999999999,32.0,8.175,6.183333333333334,8.183333333333334,0.18249999999999988,0.3471428571428571,26.5,moderate
24,24,1,AM Peak (6–9),27,44.0,38.92,47.81666666666667,8.896666666666668,23.0,5.0,2.0,8.0,0.5,0.25419047619047624,37.7,moderate
24,24,1,Evening (19–24),35,42.833333333333336,36.86666666666667,42.833333333333336,5.966666666666669,35.0,2.0,0.0,4.600000000000001,0.8,0.17047619047619053,48.5,very low recovery time
24,24,1,Midday (9–15),51,47.81666666666667,46.0,54.81666666666667,8.81666666666667,51.0,4.0,0.0,8.0,0.6,0.251904761904762,42.6,moderate
24,24,1,Overnight (0–6),18,36.86666666666667,30.9,40.86666666666667,9.966666666666669,12.0,2.0,0.0,7.600000000000001,0.8,0.2847619047619048,54.2,very low recovery time
24,24,1,PM Peak (15–19),35,54.81666666666667,49.81666666666667,55.0,5.18333333333333,35.0,3.0,1.4000000000000004,6.200000000000003,0.7,0.148095238095238,42.4,very low recovery time
25,25,0,AM Peak (6–9),45,46.0,14.0,46.0,32.0,46.0,4.316666666666666,3.0,7.0,0.5683333333333334,0.9142857142857143,74.1,high schedule variability
25,25,0,Evening (19–24),57,41.0,13.0,48.0,35.0,55.0,4.0,1.0,8.316666666666666,0.6,1.0,80.0,high schedule variability
25,25,0,Midday (9–15),81,21.833333333333332,12.0,43.0,31.0,78.0,2.316666666666667,1.0,3.316666666666667,0.7683333333333333,0.8857142857142857,82.7,"very low recovery time, high schedule variability"
25,25,0,Overnight (0–6),21,43.0,8.0,48.0,40.0,11.0,4.0,4.0,9.0,0.6,1.0,80.0,high schedule variability
25,25,0,PM Peak (15–19),75,21.833333333333332,14.0,46.0,32.0,72.0,4.316666666666666,2.0,5.316666666666666,0.5683333333333334,0.9142857142857143,74.1,high schedule variability
25,25,1,AM Peak (6–9),45,41.0,17.683333333333334,42.0,24.316666666666666,43.0,4.0,0.0,7.0,0.6,0.6947619047619048,64.7,high schedule variability
25,25,1,Evening (19–24),56,40.0,18.683333333333334,48.0,29.316666666666666,55.0,2.0,0.0,7.0,0.8,0.8376190476190476,81.9,"very low recovery time, high schedule variability"
25,25,1,Midday (9–15),81,42.0,17.683333333333334,42.0,24.316666666666666,80.0,4.0,4.0,4.0,0.6,0.6947619047619048,64.7,high schedule variability
25,25,1,Overnight (0–6),19,38.0,10.783333333333333,48.0,37.21666666666667,15.0,0.0,0.0,5.6,1.0,1.0,100.0,"no recovery time, high schedule variability"
25,25,1,PM Peak (15–19),77,41.0,19.683333333333334,48.0,28.316666666666666,73.0,4.0,0.0,8.0,0.6,0.809047619047619,70.5,high schedule variability
26,26,0,AM Peak (6–9),8,39.0,28.0,39.0,11.0,7.0,6.0,1.0,8.4,0.4,0.3142857142857143,35.7,moderate
26,26,0,Evening (19–24),11,36.0,28.0,36.0,8.0,11.0,5.0,1.0,5.0,0.5,0.22857142857142856,36.4,moderate
26,26,0,Midday (9–15),13,40.0,40.0,42.400000000000006,2.4000000000000057,12.0,3.0,3.0,17.9,0.7,0.06857142857142873,38.4,very low recovery time
26,26,0,Overnight (0–6),6,28.0,28.0,28.0,0.0,4.0,2.0,1.3,2.0,0.8,0.0,40.0,very low recovery time
26,26,0,PM Peak (15–19),8,51.0,45.1,51.0,5.899999999999999,9.0,8.0,3.6,14.4,0.19999999999999996,0.16857142857142854,18.4,moderate
26,26,1,AM Peak (6–9),7,44.0,34.0,44.0,10.0,7.0,12.0,2.0,16.400000000000002,0.0,0.2857142857142857,14.3,moderate
26,26,1,Evening (19–24),12,34.0,27.0,34.0,7.0,10.0,6.5,3.0,20.4,0.35,0.2,27.5,moderate
